NCIt Subset Code,CDRH Subset Name,NCIt Concept Code,NCIt Preferred Term,NCIt Definition,CDRH Preferred Term,CDRH Source Code,CDRH Definition,IMDRF Code
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C51447,Pulmonary Insufficiency,"Impairment of gas exchange within the lungs secondary to a disease process, neoplasm, or trauma, possibly resulting in hypoxia, hypercarbia, or both, but not requiring intubation or mechanical ventilation. Patients are normally managed with pharmaceutical therapy, supplemental oxygen, or both.",Respiratory Insufficiency,4462,"Impairment of gas exchange within the lungs secondary to a disease process, neoplasm, or trauma, possibly resulting in hypoxia, hypercarbia, or both.",IMDRF:E0743
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C35650,Upper Respiratory Tract Infection,"An infectious process affecting the upper respiratory tract (nose, paranasal sinuses, pharynx, larynx, or trachea). Symptoms include congestion, sneezing, coughing, fever, and sore throat.",Respiratory Tract Infection,2420,An infectious disease affecting the respiratory tract.,IMDRF:E0744
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50741,Sinus Perforation,A rupture in the sinus tissue due to traumatic or pathologic processes.,Sinus Perforation,2277,A rupture in the sinus tissue due to traumatic or pathologic processes.,IMDRF:E0745
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50746,Sneezing,A symptom consisting of the involuntary expulsion of air from the nose.,Sneezing,2251,A symptom consisting of the involuntary expulsion of air from the nose.,IMDRF:E0746
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50747,Sore Throat,"Any kind of inflammatory process of the tonsils, pharynx, or/and larynx characterized by pain in swallowing.",Sore Throat,2396,"Any kind of inflammatory process of the tonsils, pharynx, or/and larynx characterized by pain in swallowing.",IMDRF:E0747
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50752,Stacking Breath,Condition where there are a greater number of inhalations relative to the number of exhalations.,Stacking Breaths,1593,Condition where there are a greater number of inhalations relative to the number of exhalations.,IMDRF:E0748
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50756,Strangulation,Choking or arrest of respiration due to occlusion of the air passages; arrest of circulation in a part due to compression.,Strangulation,2084,"Interference with respiration by compression of the larynx, laryngopharynx or trachea, as well as of the carotid arteria or jugular veins.",IMDRF:E0749
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50430,Ventilator-Dependent,A condition that requires mechanical life support due to inability to breath effectively to maintain normal levels of oxygen and carbon dioxide in the body.,Ventilator Dependent,2395,A condition that requires mechanical life support due to inability to breath effectively to maintain normal levels of oxygen and carbon dioxide in the body.,IMDRF:E0750
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C206672,Wheezing/Stridor,A high pitched breathing sound that results from restricted airways.,Wheezing,4463,"A symptom and finding during physical examination, characterized by high-pitched, whistling sound during breathing. It results from narrowing or obstruction of the respiratory airways. Also known as stridor.",IMDRF:E0751
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C26871,Respiratory System Disorder,"A non-neoplastic or neoplastic disorder that affects the respiratory system. Representative examples include pneumonia, chronic obstructive pulmonary disease, pulmonary failure, lung adenoma, lung carcinoma, and tracheal carcinoma.",Unspecified Respiratory Problem,4464,"The report describes a non-specific problem with the respiratory system. Note: Please use ""Appropriate Term / Code Not Available"" if the report describes a specific problem but the relevant term does not exist.",IMDRF:E0752
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C187283,Upper Respiratory Tract Injury,"Mechanical or chemical injuries to the upper airways, including trachea, pharynx and larynx.",Upper Respiratory Tract Injury,4599,"Mechanical or chemical injuries to the upper airways, including trachea, pharynx and larynx.",IMDRF:E0753
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C206560,Upper Respiratory Tract Irritation,Irritation and swelling of the upper airways.,Upper Respiratory Tract Irritation,4872,Irritation and swelling of the upper airways,IMDRF:E0754
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C116315,Snoring,A harsh inspiratory sound during sleep.,Snoring,4873,A particular type of noisy sound made by air passage across relaxed tissues during sleep.,IMDRF:E0755
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C78500,Nasal Congestion,The blockage of the nasal passage due to mucosal edema. It is usually the result of a viral infection or an allergic reaction.,Nasal congestion,4874,The blockage of the nasal passage due to mucosal edema. It is usually the result of a viral infection or an allergic reaction.,IMDRF:E0756
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C148023,Sleep-Disordered Breathing,A group of breathing disorders characterized by abnormal respiratory patterns or insufficient ventilation during sleep.,Breathing-related sleep disorder,4875,Clinical spectrum with frequent episodes of either complete or partial obstruction of the upper airway during sleep. Includes sleep apnea. Also known as Sleep disordered breathing (SDB).,IMDRF:E0757
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34986,Rhinitis,"An inflammation of the mucous membrane lining the nose, usually associated with nasal discharge.",Rhinitis,4876,"Pattern of symptoms as a result of nasal inflammation and/or dysfunction of the nasal mucosa. There are various subtypes, such as allergic, infectious and non-allergic (e.g. atrophic) rhinitis.",IMDRF:E0758
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50702,Posterior Capsular Bag Tear,A tear in the capsular bag housing the lens of the eye.,Capsular Bag Tear,2639,A tear in the capsular bag housing the lens.,IMDRF:E0801
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C26713,Cataract,"Partial or complete opacity of the crystalline lens of one or both eyes that decreases visual acuity and eventually results in blindness. Some cataracts appear in infancy or in childhood, but most develop in older individuals. (Sternberg Diagnostic Surgical Pathology, 3rd ed.)",Cataract,1766,"Partial or complete opacity of the crystalline lens of one or both eyes that decreases visual acuity and eventually results in blindness. Some cataracts appear in infancy or in childhood, but most develop in older individuals. (Sternberg Diagnostic Surgical Pathology, 3rd ed.)",IMDRF:E0802
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50490,Chemosis,Edema of the mucous membrane of the eyeball and eyelid lining.,Chemosis,1775,Edema of the mucous membrane of the eyeball and eyelid lining.,IMDRF:E0803
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34504,Conjunctivitis,Inflammation of the conjunctiva of the eye.,Conjunctivitis,1784,Inflammation of the conjunctiva of the eye.,IMDRF:E0804
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50509,Corneal Haze,Opacity within the cornea.,Corneal Clouding/Hazing,1878,"Clouding of the middle area of the cornea, usually as a result of scarring due to infection, injury, or inflammation.",IMDRF:E0805
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50507,Corneal Decompensation,"Endothelial decompensation that is manifested by opacity of the cornea. The condition often occurs as a nonspecific response to mechanical injury from incidental corneal contact by intraocular instruments during surgery; chemical injury from the improper use of intraocular drugs, drugs containing preservatives, or from residues from inadequate rinsing of detergents or other residues from surgical instruments. The most common causes of corneal endothelial decompensation in the adult population are cataract removal/IOL-related endothelial loss and Fuchs dystrophy. When severe, corneal endothelial decompensation requires corneal transplantation.",Corneal Decompensation,1790,Inability to maintain corneal integrity; or corneal edema resulting from failure of the corneal endothelium to maintain detumescence.,IMDRF:E0806
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50508,Corneal Edema,"Hazy, swollen cornea.",Corneal Edema,1791,"Hazy, swollen cornea.",IMDRF:E0807
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50859,Stromal Corneal Edema,Fluid from the aqueous humor enters the corneal stroma and causes swelling.,Corneal Stromal Edema,1824,Fluid from the aqueous humor enters the corneal stroma and causes swelling.,IMDRF:E080701
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50901,Microcystic Corneal Edema,"Corneal edema of inflammatory origin associated with contact lens wear and morphologically characterized by presence of epithelial microcysts. Microcysts are small (typically 10-50 microns in diameter), clear, irregularly shaped high refractive inclusions that form in the basal layers of the epithelium and move towards the anterior surface of the cornea, surrounding epithelial haze. The cause of microcytic edema is related to the physical presence of contact lenses and possibly a mechanical effect of lens wear.",Microcystic Edema,1823,Corneal edema of inflammatory origin associated with contact lens wear and morphologically characterized by presence of epithelial microcysts.,IMDRF:E080702
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50549,Epithelial Microcyst,"Very small, round vesicles containing fluid and cellular debris observed on the surface of the cornea under slit-lamp examination in some types of corneal dystrophy and in wearers of extended-wear lenses.",Corneal Epithelial Microcysts,4465,"Very small, round vesicles containing fluid and cellular debris observed on the surface of the cornea under slit lamp examination in some types of corneal dystrophy and in wearers of extended wear lenses.",IMDRF:E0808
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50510,Corneal Infiltration,"Discrete, small lesions present in the cornea as a result of corneal inflammation and, in some cases, after soft contact lens wear especially extended-wear lenses.",Corneal Infiltrates,2231,"Discrete, small lesions present in the cornea as a result of corneal inflammation and, in some cases, after soft contact lens wear especially extended-wear lenses.",IMDRF:E0809
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50686,Pannus Formation,Superficial vascularization of the cornea with infiltration of granulation tissue; an inflammatory exudate overlying the lining layer of synovial cells on the inside of a joint.,Corneal Pannus,1447,Superficial vascularization of the cornea with infiltration of granulation tissue.,IMDRF:E0810
